"x","y","sim"
-0.489812085404992,-0.85603909753263,1
0.497571889776736,-0.39216402778402,1
0.531541592441499,-0.541707231663167,1
-0.147384087089449,-0.212960848584771,1
-0.881044829729944,-0.00689033139497042,1
-0.628335933201015,-0.336261495947838,1
-0.446247667539865,0.0720465132035315,1
-0.578938039951026,0.291175329126418,1
0.886440540198237,0.169904274865985,1
0.777717991732061,-0.025954004842788,1
0.0504459403455257,0.841660751029849,1
-0.349346051458269,-0.36696928460151,1
0.0755491661839187,0.364944490604103,1
0.204006893094629,0.141554550733417,1
-0.0960747483186424,0.173581628128886,1
-0.304581753909588,0.769154840148985,1
-0.134531775955111,0.570685012731701,1
-0.445617775432765,0.255202704574913,1
0.104180627968162,-0.690769255626947,1
0.371588008943945,-0.666219437029213,1
0.196373786777258,-0.529941371176392,1
0.271699770353734,-0.920138631016016,1
-0.710816181730479,0.599070924334228,1
0.0541271748952568,-0.508716391865164,1
0.216524306219071,-0.191579930018634,1
0.0319102262146771,0.219018811825663,1
0.223197054583579,0.468710586894304,1
-0.218002336565405,-0.528961944393814,1
0.303205301053822,0.0139209930785,1
-0.66898394562304,0.0463861231692135,1
0.602430813014507,-0.103737601079047,1
-0.154922886285931,0.731791977770627,1
0.334729481022805,0.869799544103444,1
0.550332800950855,0.579470165539533,1
0.886555746197701,-0.207986336667091,1
0.443796859122813,-0.145674754399806,1
0.396159859374166,0.107575952541083,1
-0.0956807667389512,-0.426004224456847,1
-0.140120660420507,-0.0544393034651875,1
0.681646244134754,-0.57896231720224,1
0.147334768436849,0.609451674856246,1
0.325547717045993,0.321190693881363,1
0.55562985688448,0.120380236301571,1
0.0185070703737438,0.568064660765231,1
0.712627551518381,-0.191033731214702,1
-0.11101711820811,-0.734959232155234,1
0.0910865995101631,0.0237115751951933,1
-0.410212547983974,-0.585380503442138,1
-0.402534338179976,-0.151023587211967,1
-0.850388609804213,-0.218403968028724,1
0.321882216259837,-0.333789099007845,1
-0.221910562366247,-0.341105131898075,1
-0.269590720068663,0.484013508539647,1
-0.509303019847721,-0.260918121319264,2
-0.397668991237879,0.399814423639327,2
-0.0785274258814752,-0.78116136463359,2
-0.106265140231699,-0.0412246994674206,2
-0.00193589646369219,0.514979960396886,2
0.0940472246147692,-0.517911401577294,2
-0.68932081386447,0.0876547675579786,2
0.76104127895087,-0.264710868708789,2
0.443192017730325,-0.0172028811648488,2
0.93142093764618,0.374805050436407,2
0.832165690604597,-0.0955855725333095,2
-0.562046391889453,0.180502613540739,2
0.47388762794435,-0.564426817465574,2
-0.583239865489304,0.705889971461147,2
0.579561132006347,0.770908581558615,2
-0.421615620609373,-0.0618958068080246,2
-0.609079615678638,0.520298143848777,2
0.254299986176193,0.0106274262070656,2
0.652901376597583,-0.513087769038975,2
-0.0984133924357593,-0.58964183460921,2
