"x","y","sim"
-0.829374258437985,0.301660142281948,1
-0.806810216356142,0.734130670633503,1
0.674249543780729,-0.242392759866243,1
0.906863432009144,-0.464505139042231,1
0.00796205488734891,-0.850442937557951,1
-0.538950099771705,-0.846299818334231,1
0.210632664567825,0.144315522756477,1
-0.248768133854593,-0.559932651915361,1
0.322935644321211,-0.736348700309854,1
0.102101789514593,-0.128327124177384,1
0.911555523417636,0.532997557132097,1
-0.752632680889802,-0.0549414515185074,1
-0.247780215391002,0.1408259420805,1
-0.0590571509445308,-0.0786165545463149,1
0.528797122473724,-0.741024667021641,1
0.691521071692545,0.215450657530051,1
0.398167448253375,0.894474132147517,1
0.633289283516907,0.386437639696993,1
-0.232868079275525,0.765796039442924,1
-0.00351228319414254,-0.980014603135483,1
-0.412758799594016,0.447347074888116,1
0.886468977147171,0.852044639525108,1
-0.30116568739397,0.616046532963566,1
0.765379253634618,0.760927660465981,1
0.653139854605367,-0.975966464332993,1
-0.24309066818814,0.965566284007584,1
0.769216198953441,0.390189283319259,1
-0.658993935022187,-0.209365230200337,1
-0.112633496969329,0.25976455194303,1
-0.354950086932726,-0.977084083567169,1
0.833451911979083,-0.740575099538903,1
0.152280077899645,-0.974475701451157,1
0.441569657588667,0.395480478995006,1
0.485919048797633,-0.0220181317337858,1
-0.434400701426865,0.32880135190425,1
0.65497530119168,-0.796231131006971,1
0.0769351959914406,0.089820484101061,1
-0.963714063244051,-0.324454837846359,1
-0.700177128252074,-0.909512975563231,1
-0.49552598389813,-0.571849286227804,1
-0.0260101515131002,0.789457669412521,1
0.480518613429192,0.732673377973112,1
-0.885814779352289,0.91361685249055,1
0.34928745676857,-0.924898827140007,1
-0.399837394507767,0.0701066506359886,1
0.294422277702463,0.484776451421833,1
-0.453791225444723,0.865388529244935,1
-0.427210248925,-0.416615400244224,1
-0.281088608754954,-0.170709629570329,1
-0.121084698584355,-0.358081667112007,1
-0.551747751961564,0.194681457294031,1
0.683344414769651,-0.643107993215219,1
-0.825764626416223,-0.207665236926315,1
-0.622868935112338,-0.539329093627318,1
0.307028821471508,-0.449012504078771,1
-0.129780817836725,-0.686321526019144,1
-0.833810483823301,-0.539603003488869,1
0.28865033459593,-0.533473811915709,2
-0.0580094900401509,-0.17017247500095,2
0.98953370210042,0.0206434109984635,2
0.117692476502622,-0.711326545393341,2
0.411653999054222,0.25255942997148,2
-0.603332995825413,-0.1360678673583,2
0.892575725017711,-0.755137121706799,2
-0.0789810449648538,0.123888325286568,2
-0.239519790131563,0.0932102254602238,2
0.111472704372474,-0.181257588687885,2
-0.0264533706900494,0.245645543852975,2
0.310973517072821,0.758536971522101,2
0.771243398557772,0.903286137280411,2
-0.503235239482331,-0.353702176047197,2
0.247128625284805,0.322841850544833,2
0.343209373940324,-0.652735990040998,2
-0.741142520876959,-0.719235714010154,2
0.642038284156502,0.0663562278417604,2
0.793046415508236,-0.15820470752703,2
0.624588666734052,0.818211509854562,2
-0.365764923942345,0.0718505741860707,2
-0.949067667208906,0.699293195037308,2
0.456424268287071,0.389826882958317,2
-0.302477633151664,-0.220012779585788,2
0.776338714816738,0.61658308688555,2
